iso2_code;cluster_name;exit01;consider00;pci;ubiquity;rca01;density
AE;Dynamic General Purpose;0;1;-1.20746570607327;99.0;1.0;0.5390783821004872
AE;Interactive Tools;0;1;1.155325395950293;25.0;1.0;0.1549445024530217
AE;Modern Contract/Typed;0;1;0.0174954206553288;49.0;1.0;0.2657668653673385
AE;Shell Scripting;0;1;-0.4634330858914763;107.0;1.0;0.3708028452693573
AE;Strongly Typed Systems;0;1;1.0792405680470785;43.0;1.0;0.1801238141154433
AE;Web Markup/Styling;0;1;-1.2565391492115314;111.0;1.0;0.5290933694181326
AF;Dynamic General Purpose;0;1;-1.20746570607327;99.0;1.0;0.2745035372163532
AF;Web Markup/Styling;0;1;-1.2565391492115314;111.0;1.0;0.2801082543978349
AL;Dynamic General Purpose;0;1;-1.20746570607327;99.0;1.0;0.6461311449674708
AL;Dynamic OOP Scripting;0;1;-0.4122572806689877;48.0;1.0;0.4034099846072584
AL;Popular JVM OOP;0;1;-0.3548183360732034;69.0;1.0;0.3946401490475599
AL;Shell Scripting;0;1;-0.4634330858914763;107.0;1.0;0.40381918772149
AL;Web Markup/Styling;0;1;-1.2565391492115314;111.0;1.0;0.6346414073071718
AM;Dynamic General Purpose;0;1;-1.20746570607327;99.0;1.0;0.6178811103220169
AM;HTML-Centric Templating;0;1;-0.3300974919836952;51.0;1.0;0.4174539515967304
AM;JavaScript-Based Templating;0;1;-0.4118356804224901;52.0;1.0;0.4183769040113888
AM;Modern Contract/Typed;0;1;0.0174954206553288;49.0;1.0;0.3293551088836972
AM;Shell Scripting;0;1;-0.4634330858914763;107.0;1.0;0.3924992988807588
AM;Web Markup/Styling;0;1;-1.2565391492115314;111.0;1.0;0.6075778078484437
AO;Dynamic General Purpose;0;1;-1.20746570607327;99.0;1.0;0.3859334574435523
AO;Shell Scripting;0;1;-0.4634330858914763;107.0;1.0;0.2510006883716187
AO;Web Markup/Styling;0;1;-1.2565391492115314;111.0;1.0;0.3897158322056833
AR;Data/Document DSLs;0;1;1.857410498538032;32.0;1.0;0.4325798930178447
AR;Enterprise OOP;0;1;0.6547672714360266;37.0;1.0;0.5378427951077644
AR;Graphics/Hardware Languages;0;1;1.6583031646204731;35.0;1.0;0.4426549081659643
AR;HTML-Centric Templating;1;0;-0.3300974919836952;51.0;0.0;0.5481871681411167
AR;Logic Programming;0;1;2.0814849049538844;19.0;1.0;0.3238797672469375
AR;Low-Level C-Based;1;0;1.378051715365754;38.0;0.0;0.4525934203189592
AR;Low-Level Hardware;1;0;1.8984509317220128;38.0;0.0;0.4264498312171793
AR;Pure Functional;0;1;2.077565310264836;28.0;1.0;0.3900284978050085
AR;Scientific Tools;1;0;1.1819372675062847;34.0;0.0;0.5109455342649324
AR;Text Parsing DSLs;1;0;2.073024704716692;31.0;0.0;0.3911150608835767
AR;Typed Scripting;0;1;0.747365478078604;31.0;1.0;0.4488891291471959
AR;Unix Build Tools;1;0;1.2872488211819004;46.0;0.0;0.4575788729364701
AR;Web Markup/Styling;0;1;-1.2565391492115314;111.0;1.0;0.5372124492557508
AT;Cross-Platform Build Systems;0;1;1.675673582074391;35.0;1.0;0.632354522749683
AT;Data/Document DSLs;0;1;1.857410498538032;32.0;1.0;0.6215407090011411
AT;Functional JVM;0;1;2.072695561823899;32.0;1.0;0.6172764090261325
AT;Functional Lisp;0;1;2.271061865195928;25.0;1.0;0.6157264647429936
AT;Graphics/Hardware Languages;0;1;1.6583031646204731;35.0;1.0;0.5916900924075629
AT;Installer & Scripting Utilities;0;1;2.3709274578314825;20.0;1.0;0.4996173273271125
AT;Low-Level C-Based;1;0;1.378051715365754;38.0;0.0;0.6116205802682305
AT;Low-Level Hardware;0;1;1.8984509317220128;38.0;1.0;0.6133481372820706
AT;Low-Level Utilities;0;1;1.973299234045903;32.0;1.0;0.6421164639423016
AT;Pure Functional;0;1;2.077565310264836;28.0;1.0;0.6033190570848961
AT;Scientific Tools;0;1;1.1819372675062847;34.0;1.0;0.6268976778023103
AT;Strongly Typed Systems;0;1;1.0792405680470785;43.0;1.0;0.576033535843344
AT;Text Parsing DSLs;0;1;2.073024704716692;31.0;1.0;0.6176303137785312
AT;Unix Build Tools;0;1;1.2872488211819004;46.0;1.0;0.6144134511133363
AT;Unix-Like Scripting;0;1;2.24682044305651;27.0;1.0;0.6041453061178729
AU;Batch/High-Level Tools;0;1;2.063356409533316;29.0;1.0;0.7960654090724707
AU;Concurrency-Oriented;0;1;2.024662047859878;20.0;1.0;0.8300048429120209
AU;Debugging/Testing Tools;0;1;2.271994959243408;20.0;1.0;0.8345725926356022
AU;Desktop Automation;0;1;2.268219095786303;19.0;1.0;0.831992938644172
AU;Event Scripting;0;1;2.444536615566927;11.0;1.0;0.8540876281382062
AU;Functional JVM;0;1;2.072695561823899;32.0;1.0;0.7878405978517169
AU;Functional Lisp;0;1;2.271061865195928;25.0;1.0;0.8284351743806107
AU;Graphics/Hardware Languages;0;1;1.6583031646204731;35.0;1.0;0.7327691736392705
AU;Installer & Scripting Utilities;0;1;2.3709274578314825;20.0;1.0;0.8384853978587459
AU;Interactive Tools;0;1;1.155325395950293;25.0;1.0;0.8103079960508287
AU;Logic Programming;0;1;2.0814849049538844;19.0;1.0;0.836813890600897
AU;Low-Level Hardware;0;1;1.8984509317220128;38.0;1.0;0.7426645066669666
AU;Low-Level Languages;0;1;2.2752759337772477;17.0;1.0;0.8306610179178852
AU;Low-Level Utilities;0;1;1.973299234045903;32.0;1.0;0.7740082822120596
AU;Pascal-Based Systems;0;1;2.1680982060981715;22.0;1.0;0.8290142151302591
AU;Pure Functional;0;1;2.077565310264836;28.0;1.0;0.8050426179737804
AU;Shell Scripting;0;1;-0.4634330858914763;107.0;1.0;0.5112816459730262
AU;Specialized Tools;0;1;2.212220577256194;25.0;1.0;0.8333945439748018
AU;Strongly Typed Systems;0;1;1.0792405680470785;43.0;1.0;0.674407591223076
AU;Text Parsing DSLs;0;1;2.073024704716692;31.0;1.0;0.7848179500036039
AU;Typed Scripting;0;1;0.747365478078604;31.0;1.0;0.7023697837925967
AU;Unix Build Tools;0;1;1.2872488211819004;46.0;1.0;0.6790387958377693
AU;Unix-Like Scripting;0;1;2.24682044305651;27.0;1.0;0.8129210444243713
AZ;Dynamic General Purpose;0;1;-1.20746570607327;99.0;1.0;0.4632493417363738
AZ;Popular JVM OOP;0;1;-0.3548183360732034;69.0;1.0;0.2698236849336548
AZ;Shell Scripting;1;0;-0.4634330858914763;107.0;0.0;0.2991102159447263
AZ;Web Markup/Styling;0;1;-1.2565391492115314;111.0;1.0;0.4654939106901217
BA;Dynamic General Purpose;0;1;-1.20746570607327;99.0;1.0;0.5851705438904384
BA;JavaScript-Based Templating;0;1;-0.4118356804224901;52.0;1.0;0.3249584909430841
BA;Popular JVM OOP;0;1;-0.3548183360732034;69.0;1.0;0.3571952098133884
BA;Shell Scripting;0;1;-0.4634330858914763;107.0;1.0;0.3717461693394183
BA;Web Markup/Styling;0;1;-1.2565391492115314;111.0;1.0;0.5764546684709065
BD;Dynamic General Purpose;0;1;-1.20746570607327;99.0;1.0;0.5540301958134771
BD;Dynamic OOP Scripting;0;1;-0.4122572806689877;48.0;1.0;0.4627303007187888
BD;Enterprise OOP;0;1;0.6547672714360266;37.0;1.0;0.2838756991693392
BD;HTML-Centric Templating;0;1;-0.3300974919836952;51.0;1.0;0.4774155922152097
BD;Low-Level C-Based;0;1;1.378051715365754;38.0;1.0;0.1840124629167676
BD;Modern Contract/Typed;0;1;0.0174954206553288;49.0;1.0;0.3767056700608922
BD;Web Markup/Styling;0;1;-1.2565391492115314;111.0;1.0;0.5520974289580514
BE;Batch/High-Level Tools;0;1;2.063356409533316;29.0;1.0;0.7097279229810791
BE;Concurrency-Oriented;0;1;2.024662047859878;20.0;1.0;0.5902043354328216
BE;Cross-Platform Build Systems;1;0;1.675673582074391;35.0;0.0;0.7109286116623076
BE;Data/Document DSLs;0;1;1.857410498538032;32.0;1.0;0.736715303964931
BE;Functional JVM;0;1;2.072695561823899;32.0;1.0;0.7148527497861229
BE;Functional Lisp;0;1;2.271061865195928;25.0;1.0;0.7208099011920297
BE;Graphics/Hardware Languages;0;1;1.6583031646204731;35.0;1.0;0.6968619156038307
BE;Installer & Scripting Utilities;0;1;2.3709274578314825;20.0;1.0;0.6135397033891334
BE;Low-Level Hardware;0;1;1.8984509317220128;38.0;1.0;0.7081611407644586
BE;Low-Level Utilities;0;1;1.973299234045903;32.0;1.0;0.7315066054680469
BE;Pascal-Based Systems;0;1;2.1680982060981715;22.0;1.0;0.6566738257609273
BE;Pure Functional;0;1;2.077565310264836;28.0;1.0;0.7115353016701558
BE;Specialized Tools;0;1;2.212220577256194;25.0;1.0;0.7032101609631766
BE;Text Parsing DSLs;0;1;2.073024704716692;31.0;1.0;0.7142823114496819
BE;Unix Build Tools;0;1;1.2872488211819004;46.0;1.0;0.6906085506477702
BE;Unix-Like Scripting;0;1;2.24682044305651;27.0;1.0;0.7111053339833077
BF;Web Markup/Styling;0;1;-1.2565391492115314;111.0;1.0;0.1502029769959404
BG;Cross-Platform Build Systems;0;1;1.675673582074391;35.0;1.0;0.3363211527374343
BG;Enterprise OOP;0;1;0.6547672714360266;37.0;1.0;0.4092924225466643
BG;OOP System Programming;1;0;0.9641633338454;33.0;0.0;0.3679709208625185
BG;Popular JVM OOP;0;1;-0.3548183360732034;69.0;1.0;0.4722722074093146
BG;Strongly Typed Systems;0;1;1.0792405680470785;43.0;1.0;0.3687439454396367
BG;Web Markup/Styling;0;1;-1.2565391492115314;111.0;1.0;0.5426251691474965
BH;Dynamic General Purpose;0;1;-1.20746570607327;99.0;1.0;0.3859334574435523
BH;Shell Scripting;0;1;-0.4634330858914763;107.0;1.0;0.2510006883716187
BH;Web Markup/Styling;0;1;-1.2565391492115314;111.0;1.0;0.3897158322056833
BJ;Dynamic General Purpose;0;1;-1.20746570607327;99.0;1.0;0.3859334574435523
BJ;Shell Scripting;0;1;-0.4634330858914763;107.0;1.0;0.2510006883716187
BJ;Web Markup/Styling;0;1;-1.2565391492115314;111.0;1.0;0.3897158322056833
BN;Web Markup/Styling;0;1;-1.2565391492115314;111.0;1.0;0.1502029769959404
BO;Dynamic General Purpose;0;1;-1.20746570607327;99.0;1.0;0.7561575956918706
BO;Dynamic OOP Scripting;0;1;-0.4122572806689877;48.0;1.0;0.5387645111711032
BO;HTML-Centric Templating;0;1;-0.3300974919836952;51.0;1.0;0.5310912057131321
BO;JavaScript-Based Templating;0;1;-0.4118356804224901;52.0;1.0;0.5305745827822598
BO;Modern Contract/Typed;0;1;0.0174954206553288;49.0;1.0;0.4153310715062844
BO;Web Markup/Styling;0;1;-1.2565391492115314;111.0;1.0;0.7415426251691474
BR;Concurrency-Oriented;0;1;2.024662047859878;20.0;1.0;0.2207919330955733
BR;Dynamic OOP Scripting;0;1;-0.4122572806689877;48.0;1.0;0.3388323500006964
BR;Modern Contract/Typed;1;0;0.0174954206553288;49.0;0.0;0.317484996941224
BR;Pascal-Based Systems;0;1;2.1680982060981715;22.0;1.0;0.1995342833440651
BR;Popular JVM OOP;0;1;-0.3548183360732034;69.0;1.0;0.330468455831309
BR;Typed Scripting;0;1;0.747365478078604;31.0;1.0;0.278946969102982
BR;Web Markup/Styling;0;1;-1.2565391492115314;111.0;1.0;0.3937753721244925
BW;Web Markup/Styling;0;1;-1.2565391492115314;111.0;1.0;0.1502029769959404
BY;Data/Document DSLs;0;1;1.857410498538032;32.0;1.0;0.4472397903669698
BY;Dynamic General Purpose;0;1;-1.20746570607327;99.0;1.0;0.5837670743876392
BY;Low-Level Hardware;0;1;1.8984509317220128;38.0;1.0;0.4496166834851822
BY;Modern Contract/Typed;0;1;0.0174954206553288;49.0;1.0;0.5201235813712338
BY;Pascal-Based Systems;0;1;2.1680982060981715;22.0;1.0;0.3645245891395651
BY;Popular JVM OOP;0;1;-0.3548183360732034;69.0;1.0;0.5648775577543174
BY;Scientific Tools;0;1;1.1819372675062847;34.0;1.0;0.52610298696186
BY;Typed Scripting;0;1;0.747365478078604;31.0;1.0;0.4564181351377208
BY;Unix Build Tools;0;1;1.2872488211819004;46.0;1.0;0.4888402535577832
CA;Batch/High-Level Tools;0;1;2.063356409533316;29.0;1.0;0.6199457008646082
CA;Concurrency-Oriented;0;1;2.024662047859878;20.0;1.0;0.7297959559160939
CA;Debugging/Testing Tools;0;1;2.271994959243408;20.0;1.0;0.727207398304218
CA;Desktop Automation;0;1;2.268219095786303;19.0;1.0;0.7454061995916046
CA;Event Scripting;0;1;2.444536615566927;11.0;1.0;0.7920781528590811
CA;Functional Lisp;0;1;2.271061865195928;25.0;1.0;0.6447071559442289
CA;Game Scripting;0;1;2.247601433928509;14.0;1.0;0.7809739967413405
CA;Graphics/Hardware Languages;0;1;1.6583031646204731;35.0;1.0;0.5686560584629125
CA;Installer & Scripting Utilities;0;1;2.3709274578314825;20.0;1.0;0.7330601260580252
CA;Interactive Tools;0;1;1.155325395950293;25.0;1.0;0.6821427062689771
CA;Logic Programming;0;1;2.0814849049538844;19.0;1.0;0.7306920935305654
CA;Low-Level C-Based;1;0;1.378051715365754;38.0;0.0;0.5435732073705924
CA;Low-Level Hardware;0;1;1.8984509317220128;38.0;1.0;0.58509809507223
CA;Low-Level Languages;0;1;2.2752759337772477;17.0;1.0;0.7629741026989734
CA;Pascal-Based Systems;0;1;2.1680982060981715;22.0;1.0;0.6960866694234575
CA;Specialized Tools;0;1;2.212220577256194;25.0;1.0;0.655376943333329
CA;Strongly Typed Systems;0;1;1.0792405680470785;43.0;1.0;0.5267771997753384
CA;Typed Scripting;0;1;0.747365478078604;31.0;1.0;0.5762623136571762
CA;Unix-Like Scripting;0;1;2.24682044305651;27.0;1.0;0.640057519428767
CD;Dynamic General Purpose;0;1;-1.20746570607327;99.0;1.0;0.3859334574435523
CD;Shell Scripting;0;1;-0.4634330858914763;107.0;1.0;0.2510006883716187
CD;Web Markup/Styling;0;1;-1.2565391492115314;111.0;1.0;0.3897158322056833
CH;Batch/High-Level Tools;0;1;2.063356409533316;29.0;1.0;0.8298507209040887
CH;Concurrency-Oriented;0;1;2.024662047859878;20.0;1.0;0.8110926561638631
CH;Cross-Platform Build Systems;0;1;1.675673582074391;35.0;1.0;0.8099311966565836
CH;Data/Document DSLs;0;1;1.857410498538032;32.0;1.0;0.8112962959653178
CH;Debugging/Testing Tools;0;1;2.271994959243408;20.0;1.0;0.8374431353590404
CH;Functional JVM;0;1;2.072695561823899;32.0;1.0;0.8323276221178573
CH;Functional Lisp;0;1;2.271061865195928;25.0;1.0;0.8650280963296215
CH;Installer & Scripting Utilities;0;1;2.3709274578314825;20.0;1.0;0.8428502087797489
CH;Interactive Tools;0;1;1.155325395950293;25.0;1.0;0.8039171463104087
CH;Logic Programming;0;1;2.0814849049538844;19.0;1.0;0.8161091500201931
CH;Low-Level Hardware;0;1;1.8984509317220128;38.0;1.0;0.8030121457132514
CH;Low-Level Languages;0;1;2.2752759337772477;17.0;1.0;0.8173478294532424
CH;Low-Level Utilities;0;1;1.973299234045903;32.0;1.0;0.8403804407660248
CH;OOP System Programming;1;0;0.9641633338454;33.0;0.0;0.7687302797005173
CH;Pascal-Based Systems;0;1;2.1680982060981715;22.0;1.0;0.8417633509092413
CH;Pure Functional;0;1;2.077565310264836;28.0;1.0;0.8369574890026965
CH;Scientific Tools;0;1;1.1819372675062847;34.0;1.0;0.7316221099784288
CH;Shell Scripting;0;1;-0.4634330858914763;107.0;1.0;0.5527879050557073
CH;Specialized Tools;0;1;2.212220577256194;25.0;1.0;0.8478784021687383
CH;Strongly Typed Systems;0;1;1.0792405680470785;43.0;1.0;0.7442214369764342
CH;Text Parsing DSLs;0;1;2.073024704716692;31.0;1.0;0.8333056169877828
CH;Unix Build Tools;0;1;1.2872488211819004;46.0;1.0;0.7591180273441318
CH;Unix-Like Scripting;0;1;2.24682044305651;27.0;1.0;0.8515664079529204
CI;Dynamic General Purpose;0;1;-1.20746570607327;99.0;1.0;0.4632493417363738
CI;Popular JVM OOP;1;0;-0.3548183360732034;69.0;0.0;0.2698236849336548
CI;Shell Scripting;0;1;-0.4634330858914763;107.0;1.0;0.2991102159447263
CI;Web Markup/Styling;0;1;-1.2565391492115314;111.0;1.0;0.4654939106901217
CL;Dynamic General Purpose;0;1;-1.20746570607327;99.0;1.0;0.7338549367612489
CL;Dynamic OOP Scripting;0;1;-0.4122572806689877;48.0;1.0;0.584138265709929
CL;Enterprise OOP;0;1;0.6547672714360266;37.0;1.0;0.371984991389742
CL;Graphics/Hardware Languages;0;1;1.6583031646204731;35.0;1.0;0.2514512459443824
CL;HTML-Centric Templating;0;1;-0.3300974919836952;51.0;1.0;0.5887075982058474
CL;Interactive Tools;0;1;1.155325395950293;25.0;1.0;0.2365064811619118
CL;JavaScript-Based Templating;0;1;-0.4118356804224901;52.0;1.0;0.57549863456774
CL;Strongly Typed Systems;1;0;1.0792405680470785;43.0;0.0;0.3353723198299613
CL;Unix Build Tools;1;0;1.2872488211819004;46.0;0.0;0.3153173141965241
CL;Web Markup/Styling;0;1;-1.2565391492115314;111.0;1.0;0.7158322056833558
CM;Dynamic General Purpose;0;1;-1.20746570607327;99.0;1.0;0.6446443010387627
CM;HTML-Centric Templating;0;1;-0.3300974919836952;51.0;1.0;0.3924573013152754
CM;JavaScript-Based Templating;0;1;-0.4118356804224901;52.0;1.0;0.3986699200929773
CM;Shell Scripting;0;1;-0.4634330858914763;107.0;1.0;0.4085358080717947
CM;Web Markup/Styling;0;1;-1.2565391492115314;111.0;1.0;0.6332882273342353
CN;Cross-Platform Build Systems;0;1;1.675673582074391;35.0;1.0;0.4886510764101059
CN;Database Scripting;0;1;-0.4201486387872639;48.0;1.0;0.4724951175907244
CN;Debugging/Testing Tools;0;1;2.271994959243408;20.0;1.0;0.4972602483145921
CN;Functional JVM;0;1;2.072695561823899;32.0;1.0;0.4609925600472367
CN;Game Scripting;0;1;2.247601433928509;14.0;1.0;0.537989066109333
CN;Installer & Scripting Utilities;0;1;2.3709274578314825;20.0;1.0;0.5049521885286664
CN;JavaScript-Based Templating;0;1;-0.4118356804224901;52.0;1.0;0.4186820420783212
CN;Low-Level C-Based;0;1;1.378051715365754;38.0;1.0;0.4641678123952657
CN;Low-Level Languages;0;1;2.2752759337772477;17.0;1.0;0.5253381343047945
CN;Low-Level Utilities;0;1;1.973299234045903;32.0;1.0;0.473659499895297
CN;OOP System Programming;0;1;0.9641633338454;33.0;1.0;0.5123704056824141
CN;Strongly Typed Systems;0;1;1.0792405680470785;43.0;1.0;0.4703961690785071
CN;Text Parsing DSLs;0;1;2.073024704716692;31.0;1.0;0.4664739816157385
CN;Unix-Like Scripting;0;1;2.24682044305651;27.0;1.0;0.464778341841926
CO;Data/Document DSLs;0;1;1.857410498538032;32.0;1.0;0.2886458558040851
CO;Dynamic OOP Scripting;0;1;-0.4122572806689877;48.0;1.0;0.5991334128786061
CO;Enterprise OOP;0;1;0.6547672714360266;37.0;1.0;0.4666045280447688
CO;Graphics/Hardware Languages;0;1;1.6583031646204731;35.0;1.0;0.3132012056243546
CO;HTML-Centric Templating;0;1;-0.3300974919836952;51.0;1.0;0.6073627174372415
CO;Popular JVM OOP;0;1;-0.3548183360732034;69.0;1.0;0.5243122069172981
CO;Typed Scripting;0;1;0.747365478078604;31.0;1.0;0.3833722041977294
CO;Web Markup/Styling;0;1;-1.2565391492115314;111.0;1.0;0.6833558863328821
CR;Cross-Platform Build Systems;1;0;1.675673582074391;35.0;0.0;0.2340542019823794
CR;Database Scripting;0;1;-0.4201486387872639;48.0;1.0;0.4935053683227427
CR;Dynamic General Purpose;0;1;-1.20746570607327;99.0;1.0;0.7308812489038328
CR;Dynamic OOP Scripting;0;1;-0.4122572806689877;48.0;1.0;0.520382580830791
CR;Enterprise OOP;0;1;0.6547672714360266;37.0;1.0;0.3471904299415194
CR;HTML-Centric Templating;0;1;-0.3300974919836952;51.0;1.0;0.5346197835965616
CR;Popular JVM OOP;0;1;-0.3548183360732034;69.0;1.0;0.5085351725514984
CR;Unix Build Tools;0;1;1.2872488211819004;46.0;1.0;0.2971436874331594
CR;Web Markup/Styling;0;1;-1.2565391492115314;111.0;1.0;0.7171853856562922
CU;Dynamic General Purpose;0;1;-1.20746570607327;99.0;1.0;0.409722960302882
CU;Shell Scripting;0;1;-0.4634330858914763;107.0;1.0;0.2679805216327156
CU;Typed Scripting;1;0;0.747365478078604;31.0;0.0;0.1226880896896633
CU;Web Markup/Styling;0;1;-1.2565391492115314;111.0;1.0;0.4167794316644113
CY;Dynamic General Purpose;0;1;-1.20746570607327;99.0;1.0;0.5390783821004872
CY;Interactive Tools;1;0;1.155325395950293;25.0;0.0;0.1861076464349819
CY;Low-Level C-Based;0;1;1.378051715365754;38.0;1.0;0.2203410824143582
CY;Popular JVM OOP;1;0;-0.3548183360732034;69.0;0.0;0.377477885231898
CY;Shell Scripting;0;1;-0.4634330858914763;107.0;1.0;0.3981592433011244
CY;Unix Build Tools;0;1;1.2872488211819004;46.0;1.0;0.2209485878987256
CY;Web Markup/Styling;0;1;-1.2565391492115314;111.0;1.0;0.5358592692828146
CZ;Batch/High-Level Tools;0;1;2.063356409533316;29.0;1.0;0.6912326224784467
CZ;Cross-Platform Build Systems;0;1;1.675673582074391;35.0;1.0;0.7050905993617722
CZ;Data/Document DSLs;0;1;1.857410498538032;32.0;1.0;0.7078348852895356
CZ;Debugging/Testing Tools;0;1;2.271994959243408;20.0;1.0;0.6021988858849958
CZ;Enterprise OOP;0;1;0.6547672714360266;37.0;1.0;0.633286069822486
CZ;Functional JVM;0;1;2.072695561823899;32.0;1.0;0.7025220808417728
CZ;Functional Lisp;0;1;2.271061865195928;25.0;1.0;0.7175227854639898
CZ;Installer & Scripting Utilities;0;1;2.3709274578314825;20.0;1.0;0.6121563440331405
CZ;Low-Level Hardware;0;1;1.8984509317220128;38.0;1.0;0.6880642618155661
CZ;Low-Level Utilities;0;1;1.973299234045903;32.0;1.0;0.7249208579472907
CZ;Pascal-Based Systems;0;1;2.1680982060981715;22.0;1.0;0.6478949251867914
CZ;Pure Functional;0;1;2.077565310264836;28.0;1.0;0.6967027578308007
CZ;Scientific Tools;0;1;1.1819372675062847;34.0;1.0;0.6922941375996527
CZ;Specialized Tools;0;1;2.212220577256194;25.0;1.0;0.6844933441471677
CZ;Strongly Typed Systems;0;1;1.0792405680470785;43.0;1.0;0.6410873466589733
CZ;Text Parsing DSLs;0;1;2.073024704716692;31.0;1.0;0.702781820197172
CZ;Unix Build Tools;0;1;1.2872488211819004;46.0;1.0;0.677633897039412
CZ;Unix-Like Scripting;0;1;2.24682044305651;27.0;1.0;0.7034943978595363
DE;Batch/High-Level Tools;0;1;2.063356409533316;29.0;1.0;0.8618235135912952
DE;Concurrency-Oriented;0;1;2.024662047859878;20.0;1.0;0.8929605402570499
DE;Cross-Platform Build Systems;0;1;1.675673582074391;35.0;1.0;0.8254476050562157
DE;Data/Document DSLs;0;1;1.857410498538032;32.0;1.0;0.8297356762597793
DE;Debugging/Testing Tools;0;1;2.271994959243408;20.0;1.0;0.9124520208053684
DE;Desktop Automation;0;1;2.268219095786303;19.0;1.0;0.9154125147948712
DE;Event Scripting;0;1;2.444536615566927;11.0;1.0;0.9437373349585432
DE;Functional JVM;0;1;2.072695561823899;32.0;1.0;0.862937117473813
DE;Functional Lisp;0;1;2.271061865195928;25.0;1.0;0.8966668669327982
DE;Game Scripting;0;1;2.247601433928509;14.0;1.0;0.9251135235565322
DE;Installer & Scripting Utilities;0;1;2.3709274578314825;20.0;1.0;0.9214789426445624
DE;Interactive Tools;0;1;1.155325395950293;25.0;1.0;0.8727884013253905
DE;Logic Programming;0;1;2.0814849049538844;19.0;1.0;0.8990520532544783
DE;Low-Level C-Based;0;1;1.378051715365754;38.0;1.0;0.7848896798037583
DE;Low-Level Hardware;0;1;1.8984509317220128;38.0;1.0;0.8245648739440674
DE;Low-Level Languages;0;1;2.2752759337772477;17.0;1.0;0.9225901511103692
DE;Low-Level Utilities;0;1;1.973299234045903;32.0;1.0;0.8597981570370726
DE;OOP System Programming;0;1;0.9641633338454;33.0;1.0;0.7973425851670757
DE;Pascal-Based Systems;0;1;2.1680982060981715;22.0;1.0;0.9006431549546043
DE;Pure Functional;0;1;2.077565310264836;28.0;1.0;0.864623451457055
DE;Shell Scripting;0;1;-0.4634330858914763;107.0;1.0;0.5631644698263775
DE;Strongly Typed Systems;0;1;1.0792405680470785;43.0;1.0;0.7616748984147736
DE;Text Parsing DSLs;0;1;2.073024704716692;31.0;1.0;0.8623308349535217
DE;Typed Scripting;0;1;0.747365478078604;31.0;1.0;0.7531080209945167
DE;Unix Build Tools;0;1;1.2872488211819004;46.0;1.0;0.7661425213359181
