language_1;language_2;proximity;year
Scala;Yacc;0.8620689655172413;2021
M4;Scala;0.8620689655172413;2021
Smarty;Yacc;0.8620689655172413;2021
GLSL;Yacc;0.8620689655172413;2021
Lex;Yacc;0.8620689655172413;2021
Scala;Smarty;0.8620689655172413;2021
CMake;Perl;0.8611111111111112;2021
NASL;NSIS;0.8571428571428571;2021
VBScript;Vim Snippet;0.8571428571428571;2021
Pawn;PostScript;0.8571428571428571;2021
PostScript;VBScript;0.8571428571428571;2021
Inno Setup;Vim Snippet;0.8571428571428571;2021
Inno Setup;VBScript;0.8571428571428571;2021
DIGITAL Command Language;PostScript;0.8571428571428571;2021
Inno Setup;PostScript;0.8571428571428571;2021
Objective-C++;Roff;0.8529411764705882;2021
GDB;SWIG;0.85;2021
Roff;Yacc;0.8484848484848485;2021
AppleScript;Pawn;0.8461538461538461;2021
DIGITAL Command Language;Pawn;0.8461538461538461;2021
D;VBScript;0.8461538461538461;2021
AppleScript;VBScript;0.8461538461538461;2021
Perl;XSLT;0.8387096774193549;2021
Mustache;PLpgSQL;0.8387096774193549;2021
Perl;Smarty;0.8387096774193549;2021
Perl;Yacc;0.8387096774193549;2021
XSLT;Yacc;0.8333333333333334;2021
Scala;XSLT;0.8333333333333334;2021
CMake;Objective-C++;0.8333333333333334;2021
Meson;NASL;0.8333333333333334;2021
DIGITAL Command Language;Gnuplot;0.8333333333333334;2021
GLSL;XSLT;0.8333333333333334;2021
NASL;SourcePawn;0.8333333333333334;2021
M4;Vim Script;0.8333333333333334;2021
Vim Script;XSLT;0.8333333333333334;2021
D;DIGITAL Command Language;0.8333333333333334;2021
Erlang;NASL;0.8333333333333334;2021
Emacs Lisp;Yacc;0.8275862068965517;2021
Awk;GLSL;0.8275862068965517;2021
Awk;Scala;0.8275862068965517;2021
Lex;Smarty;0.8275862068965517;2021
Groovy;Scala;0.8275862068965517;2021
Emacs Lisp;M4;0.8275862068965517;2021
Emacs Lisp;Smarty;0.8275862068965517;2021
GLSL;Scala;0.8275862068965517;2021
Awk;Smarty;0.8275862068965517;2021
GLSL;Lex;0.8275862068965517;2021
Jinja;Scala;0.8275862068965517;2021
Groovy;M4;0.8275862068965517;2021
GDB;sed;0.8260869565217391;2021
NSIS;sed;0.8260869565217391;2021
M4;Objective-C++;0.8235294117647058;2021
Common Lisp;Meson;0.8235294117647058;2021
Elixir;Scheme;0.8235294117647058;2021
Common Lisp;Inno Setup;0.8235294117647058;2021
Common Lisp;SourcePawn;0.8235294117647058;2021
Objective-C++;PLpgSQL;0.8235294117647058;2021
Roff;Vim Script;0.8181818181818182;2021
Roff;XSLT;0.8181818181818182;2021
GLSL;Roff;0.8181818181818182;2021
Lua;Smarty;0.8181818181818182;2021
AppleScript;LLVM;0.8181818181818182;2021
Awk;Roff;0.8181818181818182;2021
Roff;Smarty;0.8181818181818182;2021
Awk;Jinja;0.8148148148148148;2021
Awk;Haskell;0.8148148148148148;2021
Lex;sed;0.8148148148148148;2021
Erlang;QML;0.8125;2021
Erlang;Scheme;0.8125;2021
Meson;QML;0.8125;2021
QML;SourcePawn;0.8125;2021
Inno Setup;Mathematica;0.8125;2021
PostScript;QML;0.8125;2021
Erlang;PostScript;0.8125;2021
Assembly;Roff;0.8108108108108109;2021
NASL;Raku;0.8095238095238095;2021
Raku;SWIG;0.8095238095238095;2021
Emacs Lisp;TeX;0.8076923076923077;2021
GLSL;Perl;0.8064516129032258;2021
PLpgSQL;Smarty;0.8064516129032258;2021
Perl;Rust;0.8064516129032258;2021
Mustache;Perl;0.8064516129032258;2021
Perl;Scala;0.8064516129032258;2021
Mustache;Scala;0.8064516129032258;2021
Emacs Lisp;Perl;0.8064516129032258;2021
Awk;Perl;0.8064516129032258;2021
M4;Mustache;0.8064516129032258;2021
PLpgSQL;XSLT;0.8064516129032258;2021
Mustache;Vim Script;0.8064516129032258;2021
PLpgSQL;Scala;0.8064516129032258;2021
CMake;M4;0.8055555555555556;2021
Batchfile;CMake;0.8048780487804879;2021
GAP;Meson;0.8;2021
Meson;Scheme;0.8;2021
Emacs Lisp;Tcl;0.8;2021
Inno Setup;Scheme;0.8;2021
Awk;XSLT;0.8;2021
Scala;Vim Script;0.8;2021
GAP;Vim Snippet;0.8;2021
Vim Script;Yacc;0.8;2021
GAP;SourcePawn;0.8;2021
Emacs Lisp;XSLT;0.8;2021
D;SourcePawn;0.8;2021
Meson;PostScript;0.8;2021
Jinja;Tcl;0.8;2021
Scheme;SourcePawn;0.8;2021
DIGITAL Command Language;SourcePawn;0.8;2021
Groovy;Objective-C++;0.7941176470588235;2021
Objective-C++;Smarty;0.7941176470588235;2021
Objective-C++;Scala;0.7941176470588235;2021
Objective-C++;Perl;0.7941176470588235;2021
Lua;Objective-C++;0.7941176470588235;2021
GLSL;Objective-C++;0.7941176470588235;2021
Objective-C++;Yacc;0.7941176470588235;2021
Awk;Objective-C++;0.7941176470588235;2021
Groovy;Jinja;0.7931034482758621;2021
Emacs Lisp;Scala;0.7931034482758621;2021
Smarty;TeX;0.7931034482758621;2021
Emacs Lisp;Groovy;0.7931034482758621;2021
Groovy;Tcl;0.7931034482758621;2021
Smarty;Tcl;0.7931034482758621;2021
Awk;Groovy;0.7931034482758621;2021
GLSL;Groovy;0.7931034482758621;2021
GLSL;Haskell;0.7931034482758621;2021
Jinja;Smarty;0.7931034482758621;2021
Groovy;Yacc;0.7931034482758621;2021
Cython;Tcl;0.7916666666666666;2021
ANTLR;QML;0.7894736842105263;2021
Lua;Mustache;0.7878787878787878;2021
Roff;Scala;0.7878787878787878;2021
Lex;Roff;0.7878787878787878;2021
Mustache;Roff;0.7878787878787878;2021
Lua;XSLT;0.7878787878787878;2021
Lua;Rust;0.7878787878787878;2021
Lua;Vim Script;0.7878787878787878;2021
DIGITAL Command Language;Vim Snippet;0.7857142857142857;2021
F#;Inno Setup;0.7857142857142857;2021
GDScript;Inno Setup;0.7857142857142857;2021
Pawn;Vim Snippet;0.7857142857142857;2021
Inno Setup;Pawn;0.7857142857142857;2021
DIGITAL Command Language;Inno Setup;0.7857142857142857;2021
Gnuplot;Inno Setup;0.7857142857142857;2021
PostScript;Vim Snippet;0.7857142857142857;2021
D;Vim Snippet;0.7857142857142857;2021
AppleScript;PostScript;0.7857142857142857;2021
Assembly;Yacc;0.7837837837837838;2021
Pascal;sed;0.782608695652174;2021
Clojure;Raku;0.782608695652174;2021
Clojure;GDB;0.782608695652174;2021
Makefile;Roff;0.7804878048780488;2021
Assembly;Makefile;0.7804878048780488;2021
Lex;Tcl;0.7777777777777778;2021
Inno Setup;NASL;0.7777777777777778;2021
Jinja;Lex;0.7777777777777778;2021
Awk;sed;0.7777777777777778;2021
NASL;QML;0.7777777777777778;2021
NASL;PostScript;0.7777777777777778;2021
Haskell;Lex;0.7777777777777778;2021
Mathematica;NASL;0.7777777777777778;2021
C++;CMake;0.7777777777777778;2021
CMake;GLSL;0.7777777777777778;2021
CMake;Smarty;0.7777777777777778;2021
CMake;Yacc;0.7777777777777778;2021
Awk;Cython;0.7777777777777778;2021
CMake;Lua;0.7777777777777778;2021
CMake;Vim Script;0.7777777777777778;2021
Emacs Lisp;Lex;0.7777777777777778;2021
Mustache;Rust;0.7741935483870968;2021
PLpgSQL;Yacc;0.7741935483870968;2021
Awk;Mustache;0.7741935483870968;2021
Rust;Smarty;0.7741935483870968;2021
GLSL;Mustache;0.7741935483870968;2021
Rust;TeX;0.7741935483870968;2021
M4;PLpgSQL;0.7741935483870968;2021
Rust;XSLT;0.7741935483870968;2021
Perl;TeX;0.7741935483870968;2021
Emacs Lisp;Mustache;0.7741935483870968;2021
Lex;Perl;0.7741935483870968;2021
Mustache;Yacc;0.7741935483870968;2021
Jinja;Mustache;0.7741935483870968;2021
Groovy;Perl;0.7741935483870968;2021
Cython;GDB;0.7727272727272727;2021
Cython;NSIS;0.7727272727272727;2021
NSIS;Pascal;0.7727272727272727;2021
Pascal;Raku;0.7727272727272727;2021
GDB;Pascal;0.7727272727272727;2021
Jinja;TeX;0.7692307692307693;2021
F#;Pawn;0.7692307692307693;2021
Haskell;Pascal;0.7692307692307693;2021
F#;VBScript;0.7692307692307693;2021
D;Pawn;0.7692307692307693;2021
Haskell;Tcl;0.7692307692307693;2021
Haskell;TeX;0.7692307692307693;2021
LLVM;Pawn;0.7692307692307693;2021
GDScript;VBScript;0.7692307692307693;2021
F#;GDScript;0.7692307692307693;2021
Gnuplot;Julia;0.7692307692307693;2021
Gnuplot;Pawn;0.7692307692307693;2021
Haskell;sed;0.7692307692307693;2021
Gnuplot;VBScript;0.7692307692307693;2021
Emacs Lisp;Haskell;0.7692307692307693;2021
TeX;XSLT;0.7666666666666667;2021
Emacs Lisp;Vim Script;0.7666666666666667;2021
Lex;XSLT;0.7666666666666667;2021
Awk;Vim Script;0.7666666666666667;2021
Groovy;Vim Script;0.7666666666666667;2021
Jinja;XSLT;0.7666666666666667;2021
Lex;Vim Script;0.7666666666666667;2021
Erlang;SWIG;0.7647058823529411;2021
Mathematica;SWIG;0.7647058823529411;2021
Common Lisp;SWIG;0.7647058823529411;2021
PostScript;SWIG;0.7647058823529411;2021
Common Lisp;PostScript;0.7647058823529411;2021
Common Lisp;Mathematica;0.7647058823529411;2021
Elixir;Erlang;0.7647058823529411;2021
SWIG;SourcePawn;0.7647058823529411;2021
Elixir;Mathematica;0.7647058823529411;2021
Meson;SWIG;0.7647058823529411;2021
GAP;SWIG;0.7647058823529411;2021
Lex;Objective-C++;0.7647058823529411;2021
Objective-C++;Vim Script;0.7647058823529411;2021
Objective-C++;XSLT;0.7647058823529411;2021
Processing;Visual Basic .NET;0.7647058823529411;2021
Common Lisp;NSIS;0.7619047619047619;2021
NSIS;SWIG;0.7619047619047619;2021
Kotlin;Swift;0.7619047619047619;2021
GDB;Verilog;0.7619047619047619;2021
C;CMake;0.7619047619047619;2021
Emacs Lisp;sed;0.76;2021
Jinja;Nix;0.76;2021
Jinja;Pascal;0.76;2021
Cython;Emacs Lisp;0.76;2021
Haskell;Scala;0.7586206896551724;2021
Emacs Lisp;GLSL;0.7586206896551724;2021
M4;TeX;0.7586206896551724;2021
M4;sed;0.7586206896551724;2021
Haskell;M4;0.7586206896551724;2021
M4;Tcl;0.7586206896551724;2021
Groovy;Lex;0.7586206896551724;2021
Haskell;Smarty;0.7586206896551724;2021
Jinja;M4;0.7586206896551724;2021
GLSL;TeX;0.7586206896551724;2021
Haskell;Yacc;0.7586206896551724;2021
GLSL;Jinja;0.7586206896551724;2021
Jinja;Yacc;0.7586206896551724;2021
Tcl;Yacc;0.7586206896551724;2021
Emacs Lisp;Roff;0.7575757575757576;2021
Groovy;Roff;0.7575757575757576;2021
GLSL;Lua;0.7575757575757576;2021
Lua;M4;0.7575757575757576;2021
PLpgSQL;Roff;0.7575757575757576;2021
Lua;PLpgSQL;0.7575757575757576;2021
Lua;Perl;0.7575757575757576;2021
Lua;Scala;0.7575757575757576;2021
Lua;Yacc;0.7575757575757576;2021
Roff;Rust;0.7575757575757576;2021
Assembly;Lua;0.7567567567567568;2021
Assembly;Perl;0.7567567567567568;2021
Assembly;Objective-C++;0.7567567567567568;2021
Makefile;Perl;0.7560975609756098;2021
Batchfile;Lua;0.7560975609756098;2021
C++;Makefile;0.7560975609756098;2021
Dart;Swift;0.7547169811320755;2021
Mathematica;Scheme;0.75;2021
GDB;Tcl;0.75;2021
Forth;LLVM;0.75;2021
Common Lisp;GDB;0.75;2021
GAP;Mathematica;0.75;2021
GAP;QML;0.75;2021
GDB;Meson;0.75;2021
ANTLR;CoffeeScript;0.5652173913043478;2022
ANTLR;GAP;0.7727272727272727;2022
ANTLR;GDB;0.9047619047619048;2022
ANTLR;NSIS;0.9047619047619048;2022
ASP.NET;Pug;0.5384615384615384;2022
ASP.NET;Solidity;0.5384615384615384;2022
ASP.NET;TSQL;0.5641025641025641;2022
Ada;DTrace;0.8181818181818182;2022
Ada;Stylus;0.6363636363636364;2022
Apex;Haml;0.7142857142857143;2022
Apex;Racket;0.8333333333333334;2022
Apex;Rebol;1.0;2022
AppleScript;Bicep;0.7;2022
AppleScript;CUE;0.8;2022
AppleScript;DTrace;0.9;2022
AppleScript;Standard ML;0.8181818181818182;2022
AppleScript;Thrift;0.6;2022
Assembly;Batchfile;0.8048780487804879;2022
Assembly;Ruby;0.5609756097560976;2022
Astro;D;0.8125;2022
Astro;Nunjucks;0.3125;2022
Astro;Processing;0.75;2022
Astro;Visual Basic .NET;0.7647058823529411;2022
AutoHotkey;DIGITAL Command Language;0.8571428571428571;2022
AutoHotkey;OCaml;0.75;2022
Awk;Haskell;0.8214285714285714;2022
Awk;QMake;0.8214285714285714;2022
Awk;Scala;0.896551724137931;2022
Awk;Tcl;0.9285714285714286;2022
Awk;Yacc;0.8928571428571429;2022
Batchfile;CMake;0.6538461538461539;2022
Batchfile;Go;0.7317073170731707;2022
Batchfile;Lua;0.8048780487804879;2022
Batchfile;Makefile;0.8636363636363636;2022
Blade;Hack;0.7272727272727273;2022
Blade;PHP;0.64;2022
Brainfuck;Puppet;0.4545454545454545;2022
Brightscript;Factor;1.0;2022
Brightscript;LOLCODE;1.0;2022
Brightscript;Nemerle;1.0;2022
C;CMake;0.5901639344262295;2022
C;Python;0.5692307692307692;2022
C#;TypeScript;0.6046511627906976;2022
C++;Makefile;0.6222222222222222;2022
CSS;HTML;0.9590163934426228;2022
CSS;JavaScript;0.9576271186440678;2022
CUE;G-code;0.8888888888888888;2022
Clojure;sed;0.8333333333333334;2022
Common Lisp;Gnuplot;0.8666666666666667;2022
Common Lisp;Julia;0.7647058823529411;2022
Crystal;Racket;0.8;2022
Crystal;SQLPL;0.5;2022
Cuda;NASL;0.7894736842105263;2022
Cython;Emacs Lisp;0.84;2022
D;Erlang;0.875;2022
D;F#;0.7647058823529411;2022
D;GDScript;0.7777777777777778;2022
D;PureBasic;0.7058823529411765;2022
DIGITAL Command Language;Gnuplot;0.8666666666666667;2022
DIGITAL Command Language;LLVM;0.7857142857142857;2022
DTrace;Haml;0.7;2022
DTrace;LLVM;0.8333333333333334;2022
Dockerfile;Makefile;0.8;2022
EJS;Solidity;0.4857142857142857;2022
Elixir;Prolog;0.75;2022
Emacs Lisp;Tcl;0.8518518518518519;2022
Erlang;Gnuplot;0.9375;2022
Erlang;Inno Setup;0.8823529411764706;2022
Erlang;SWIG;0.875;2022
Forth;PureBasic;0.7368421052631579;2022
Fortran;R;0.8095238095238095;2022
Fortran;Scheme;0.8571428571428571;2022
FreeMarker;SourcePawn;0.85;2022
GAP;Mathematica;0.8260869565217391;2022
GDB;Meson;0.9047619047619048;2022
GDB;NASL;0.9047619047619048;2022
GDB;PLSQL;0.8571428571428571;2022
GDB;SourcePawn;0.9523809523809524;2022
GDB;Verilog;0.7619047619047619;2022
GDB;sed;0.8695652173913043;2022
GLSL;Objective-C++;0.7222222222222222;2022
GLSL;Roff;0.8529411764705882;2022
Game Maker Language;IDL;0.5;2022
Game Maker Language;Portugol;0.5;2022
Game Maker Language;SQLPL;0.3333333333333333;2022
Gherkin;PLpgSQL;0.696969696969697;2022
Gherkin;TSQL;0.6363636363636364;2022
Gnuplot;M;0.8;2022
Gnuplot;PostScript;1.0;2022
Groovy;Scala;0.896551724137931;2022
HCL;Smarty;0.8333333333333334;2022
HLSL;Objective-C++;0.75;2022
HLSL;ShaderLab;0.9722222222222222;2022
Hack;Vue;0.6;2022
Haml;OpenSCAD;0.8571428571428571;2022
Handlebars;Mustache;0.5806451612903226;2022
Haskell;Smalltalk;0.7307692307692307;2022
Haskell;Svelte;0.8148148148148148;2022
IDL;NCL;1.0;2022
Inno Setup;Prolog;0.7894736842105263;2022
Inno Setup;QML;0.8235294117647058;2022
Java;TypeScript;0.5348837209302325;2022
Jinja;Scala;0.896551724137931;2022
Jupyter Notebook;MATLAB;0.4137931034482758;2022
Kotlin;Swift;0.7777777777777778;2022
Lex;Tcl;0.9629629629629628;2022
Lua;Perl;0.8378378378378378;2022
Lua;Rust;0.8648648648648649;2022
M;Puppet;0.6;2022
M4;MATLAB;0.7333333333333333;2022
M4;Mustache;0.9032258064516128;2022
M4;Roff;0.8787878787878788;2022
Mako;NSIS;0.7;2022
Mako;Twig;0.6;2022
Mustache;PLpgSQL;0.8484848484848485;2022
Mustache;Scala;0.9032258064516128;2022
Mustache;Smarty;0.8709677419354839;2022
Mustache;XSLT;0.935483870967742;2022
NASL;Pawn;0.8421052631578947;2022
NSIS;Raku;0.9;2022
Nix;PLpgSQL;0.7575757575757576;2022
Objective-C;Swift;0.847457627118644;2022
PHP;SCSS;0.86;2022
Pascal;Sass;0.6551724137931034;2022
Pascal;sed;0.88;2022
Pawn;SWIG;0.875;2022
Pawn;VBScript;0.875;2022
Pawn;XS;0.8125;2022
Perl;Roff;0.9393939393939394;2022
PowerShell;Rust;0.8;2022
Pug;Starlark;0.46875;2022
Python;Shell;0.5909090909090909;2022
Raku;VHDL;0.7894736842105263;2022
Roff;Vim Script;0.8787878787878788;2022
SCSS;TypeScript;0.696969696969697;2022
SWIG;SmPL;0.8823529411764706;2022
SWIG;Vim Snippet;0.875;2022
Scheme;sed;0.8695652173913043;2022
Shell;TypeScript;0.625;2022
Tcl;sed;0.8518518518518519;2022
TeX;Vim Script;0.8387096774193549;2022
LOLCODE;Nemerle;1.0;2022
Factor;Nemerle;1.0;2022
Factor;LOLCODE;1.0;2022
Erlang;PostScript;0.9375;2022
HTML;JavaScript;0.9344262295081968;2022
GDB;NSIS;0.9047619047619048;2022
Meson;NASL;0.9;2022
Meson;NSIS;0.9;2022
Meson;SourcePawn;0.9;2022
M4;Scala;0.9;2022
Scala;XSLT;0.9;2022
NASL;NSIS;0.9;2022
M4;XSLT;0.9;2022
NASL;SourcePawn;0.9;2022
NSIS;SourcePawn;0.9;2022
Lex;Scala;0.896551724137931;2022
Scala;Tcl;0.896551724137931;2022
NASL;Raku;0.8947368421052632;2022
Awk;Lex;0.8928571428571429;2022
Tcl;Yacc;0.8888888888888888;2022
Lex;Yacc;0.8888888888888888;2022
Gnuplot;Inno Setup;0.8823529411764706;2022
Inno Setup;PostScript;0.8823529411764706;2022
PostScript;SWIG;0.875;2022
Gnuplot;SWIG;0.875;2022
M4;Vim Script;0.8709677419354839;2022
Jinja;Mustache;0.8709677419354839;2022
Smarty;Vim Script;0.8709677419354839;2022
NSIS;sed;0.8695652173913043;2022
Common Lisp;PostScript;0.8666666666666667;2022
M4;Tcl;0.8666666666666667;2022
Smarty;XSLT;0.8666666666666667;2022
Lex;M4;0.8666666666666667;2022
Jinja;XSLT;0.8666666666666667;2022
M4;Smarty;0.8666666666666667;2022
Awk;M4;0.8666666666666667;2022
DIGITAL Command Language;PostScript;0.8666666666666667;2022
Scala;Yacc;0.8620689655172413;2022
ANTLR;Meson;0.8571428571428571;2022
GDB;Raku;0.8571428571428571;2022
PLSQL;SourcePawn;0.8571428571428571;2022
NSIS;Scheme;0.8571428571428571;2022
ANTLR;NASL;0.8571428571428571;2022
Awk;Jinja;0.8571428571428571;2022
NSIS;PLSQL;0.8571428571428571;2022
ANTLR;Raku;0.8571428571428571;2022
ANTLR;SourcePawn;0.8571428571428571;2022
GDB;Scheme;0.8571428571428571;2022
Dart;Objective-C;0.8518518518518519;2022
Meson;Raku;0.85;2022
Raku;SourcePawn;0.85;2022
Roff;Scala;0.8484848484848485;2022
Perl;Vim Script;0.8484848484848485;2022
M4;Perl;0.8484848484848485;2022
Mustache;Roff;0.8484848484848485;2022
Dart;Swift;0.847457627118644;2022
Emacs Lisp;Yacc;0.8461538461538461;2022
FreeMarker;NASL;0.8421052631578947;2022
FreeMarker;Raku;0.8421052631578947;2022
Raku;SWIG;0.8421052631578947;2022
GDB;Pascal;0.84;2022
Groovy;Mustache;0.8387096774193549;2022
Mustache;Vim Script;0.8387096774193549;2022
Lua;Roff;0.8378378378378378;2022
FreeMarker;Pawn;0.8333333333333334;2022
FreeMarker;SWIG;0.8333333333333334;2022
M4;Yacc;0.8333333333333334;2022
Racket;Rebol;0.8333333333333334;2022
Groovy;XSLT;0.8333333333333334;2022
Jinja;M4;0.8333333333333334;2022
Jinja;Smarty;0.8333333333333334;2022
Scala;Smarty;0.8333333333333334;2022
Perl;Rust;0.8285714285714286;2022
Rust;Vim Script;0.8285714285714286;2022
Roff;Rust;0.8285714285714286;2022
Groovy;Jinja;0.8275862068965517;2022
SourcePawn;sed;0.8260869565217391;2022
Meson;sed;0.8260869565217391;2022
Raku;sed;0.8260869565217391;2022
ANTLR;sed;0.8260869565217391;2022
PLSQL;sed;0.8260869565217391;2022
Gnuplot;SmPL;0.8235294117647058;2022
Pawn;SmPL;0.8235294117647058;2022
GLSL;Vim Script;0.8235294117647058;2022
Erlang;SmPL;0.8235294117647058;2022
GLSL;Perl;0.8235294117647058;2022
D;Inno Setup;0.8235294117647058;2022
GLSL;Mustache;0.8235294117647058;2022
GLSL;M4;0.8235294117647058;2022
DIGITAL Command Language;Inno Setup;0.8235294117647058;2022
Inno Setup;VBScript;0.8235294117647058;2022
Inno Setup;Pawn;0.8235294117647058;2022
SmPL;Vim Snippet;0.8235294117647058;2022
Inno Setup;SmPL;0.8235294117647058;2022
Inno Setup;SWIG;0.8235294117647058;2022
PostScript;SmPL;0.8235294117647058;2022
Jinja;Lex;0.8214285714285714;2022
Awk;Emacs Lisp;0.8214285714285714;2022
Jinja;Tcl;0.8214285714285714;2022
Jinja;TeX;0.8214285714285714;2022
Mustache;Perl;0.8181818181818182;2022
Roff;XSLT;0.8181818181818182;2022
PLpgSQL;XSLT;0.8181818181818182;2022
Roff;Smarty;0.8181818181818182;2022
Roff;Tcl;0.8181818181818182;2022
Perl;XSLT;0.8181818181818182;2022
Awk;Roff;0.8181818181818182;2022
Lex;Roff;0.8181818181818182;2022
Perl;TeX;0.8181818181818182;2022
Perl;Scala;0.8181818181818182;2022
Haskell;Tcl;0.8148148148148148;2022
Emacs Lisp;Lex;0.8148148148148148;2022
Pascal;Tcl;0.8148148148148148;2022
Lex;sed;0.8148148148148148;2022
Svelte;Tcl;0.8148148148148148;2022
Erlang;QML;0.8125;2022
Erlang;Pawn;0.8125;2022
Pawn;Vim Snippet;0.8125;2022
Erlang;VBScript;0.8125;2022
DIGITAL Command Language;Erlang;0.8125;2022
PostScript;QML;0.8125;2022
Common Lisp;Erlang;0.8125;2022
Pawn;QML;0.8125;2022
Erlang;Vim Snippet;0.8125;2022
Gnuplot;Vim Snippet;0.8125;2022
Gnuplot;VBScript;0.8125;2022
PostScript;VBScript;0.8125;2022
D;DIGITAL Command Language;0.8125;2022
DIGITAL Command Language;Vim Snippet;0.8125;2022
D;Gnuplot;0.8125;2022
D;VBScript;0.8125;2022
SWIG;VBScript;0.8125;2022
QML;VBScript;0.8125;2022
D;PostScript;0.8125;2022
PostScript;Vim Snippet;0.8125;2022
VBScript;Vim Snippet;0.8125;2022
DIGITAL Command Language;VBScript;0.8125;2022
Gnuplot;Pawn;0.8125;2022
Gnuplot;QML;0.8125;2022
Pawn;PostScript;0.8125;2022
Lua;Vim Script;0.8108108108108109;2022
Meson;Scheme;0.8095238095238095;2022
ANTLR;PLSQL;0.8095238095238095;2022
Meson;PLSQL;0.8095238095238095;2022
PLSQL;Scheme;0.8095238095238095;2022
Scheme;SourcePawn;0.8095238095238095;2022
FreeMarker;GDB;0.8095238095238095;2022
ANTLR;Scheme;0.8095238095238095;2022
Mustache;Tcl;0.8064516129032258;2022
Vim Script;XSLT;0.8064516129032258;2022
Lex;Mustache;0.8064516129032258;2022
Scala;Vim Script;0.8064516129032258;2022
Jinja;Vim Script;0.8064516129032258;2022
HCL;Vim Script;0.8064516129032258;2022
Awk;Mustache;0.8064516129032258;2022
Lex;XSLT;0.8;2022
SmPL;SourcePawn;0.8;2022
AutoHotkey;Gnuplot;0.8;2022
Pascal;SourcePawn;0.8;2022
Pawn;SourcePawn;0.8;2022
SourcePawn;VBScript;0.8;2022
